implementation	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8	accuracy	elapse	country	fromsearch	age	gender
2	2	3	1	2	1	2	2	3	3	4	3	2	3	3	2	3	3	4	3	2	4	4	2	3	4	3	2	2	2	2	2	2	2	2	4	3	3	4	2	2	3	2	3	2	3	3	2	2	75	192	US	1	-1	-1
2	2	2	1	2	1	2	2	2	4	3	3	3	4	2	4	2	1	2	4	2	3	2	1	3	1	2	2	2	2	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1	1	2	1	1	100	117	US	0	-1	-1
2	2	1	1	1	1	4	1	1	3	4	3	3	3	4	3	4	1	2	3	3	3	3	1	2	3	4	4	3	2	2	2	3	1	4	3	2	2	3	2	2	1	3	2	2	3	3	2	2	80	317	US	0	-1	-1
2	5	4	2	5	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	5	4	-1	1	1	1	4	1	2	1	2	4	5	5	1	5	4	1	3	3	5	5	5	5	5	4	3	70	162	US	1	-1	-1
2	2	4	1	2	1	3	2	3	1	4	1	2	1	1	1	1	2	4	5	5	4	4	5	5	3	1	4	5	4	1	1	1	3	3	4	3	3	3	4	1	1	1	1	1	1	1	1	1	100	311	US	1	-1	-1
2	3	3	2	2	2	2	3	2	4	4	5	4	4	5	4	4	2	4	5	4	5	4	4	5	3	4	2	4	3	4	2	2	2	2	2	3	4	3	3	5	2	4	2	2	3	3	2	3	95	156	US	0	-1	-1
2	1	4	1	1	1	3	2	4	3	3	3	1	3	4	1	4	5	4	5	5	5	5	2	5	5	5	5	5	5	5	5	5	4	4	4	4	1	4	5	5	1	1	1	1	1	2	1	1	85	210	CA	0	-1	-1
2	4	2	4	2	2	2	2	2	5	5	4	4	4	5	4	2	3	5	4	5	5	5	1	4	4	5	4	2	4	4	3	4	3	3	4	2	4	3	4	4	3	2	2	3	1	2	3	2	80	5312	MO	1	-1	-1
2	2	2	4	3	2	3	2	3	4	4	5	4	4	4	4	3	3	4	5	3	5	3	4	3	5	3	5	2	5	4	5	4	3	2	3	3	3	1	3	3	2	2	2	1	1	2	2	1	87	154	US	0	-1	-1
2	4	3	1	5	5	5	5	5	2	5	1	5	3	3	1	1	1	1	1	1	2	2	4	4	3	5	5	5	5	5	5	5	5	5	3	5	5	4	3	5	5	5	5	5	5	3	5	5	100	516	US	1	-1	-1
2	4	4	2	5	4	4	4	3	4	5	5	4	5	5	4	5	1	1	4	1	4	2	2	3	4	5	2	1	2	1	3	3	1	2	2	1	3	1	2	1	3	3	2	4	4	4	2	3	90	382	US	0	-1	-1
2	2	1	1	1	1	5	1	1	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	5	5	1	5	1	1	5	1	3	5	1	1	1	1	5	1	1	1	1	1	1	1	1	1	80	201	US	1	-1	-1
2	3	1	4	4	2	2	2	2	2	2	2	4	3	3	3	5	5	5	5	5	5	5	4	4	4	3	4	4	4	4	4	2	4	2	4	2	4	3	3	4	2	3	3	3	4	2	3	3	90	160	IN	1	-1	-1
2	3	2	1	3	2	2	3	2	4	4	3	2	3	3	4	3	5	4	2	4	4	5	3	3	3	5	3	3	3	3	3	3	2	3	4	2	4	3	3	3	3	4	3	2	3	3	3	3	70	259	US	1	-1	-1
2	3	3	1	4	4	4	4	4	3	4	4	2	4	4	3	3	2	1	4	4	2	4	2	3	1	4	3	1	2	3	1	2	1	3	2	3	3	3	4	2	1	3	2	2	1	2	2	2	95	221	US	0	-1	-1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	1	1	2	3	2	3	1	1	1	1	3	3	2	1	1	1	5	1	3	5	3	1	3	3	80	252	AP	1	-1	-1
2	1	2	1	1	1	1	1	2	3	3	3	4	3	2	2	1	1	1	3	2	4	1	2	2	4	5	4	1	5	1	3	5	1	2	4	2	4	2	4	2	-1	2	4	4	3	4	3	2	100	142	US	1	-1	-1
2	3	3	1	5	5	5	5	3	5	3	5	5	5	4	5	5	5	5	5	4	3	4	2	5	5	5	4	5	4	5	5	5	3	5	3	5	4	5	2	5	3	5	5	5	5	5	5	5	50	238	MY	0	-1	-1
2	3	2	4	2	1	3	1	2	5	3	1	4	5	1	5	5	5	4	2	4	4	5	1	1	3	1	2	3	1	2	2	4	1	1	1	1	2	1	1	1	1	2	1	1	4	2	1	1	90	198	DE	0	-1	-1
2	4	4	4	2	2	2	2	2	4	5	4	3	3	3	3	2	4	4	4	5	4	5	5	2	4	4	5	4	2	1	4	2	3	3	4	2	4	3	4	2	2	1	1	2	2	2	1	2	100	137	US	0	-1	-1
2	3	1	1	1	1	1	1	1	4	1	1	4	3	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	3	4	4	3	4	4	3	3	1	2	3	1	3	1	2	1	2	1	80	187	JM	1	-1	-1
2	1	1	1	1	1	1	1	1	3	3	3	1	1	3	1	3	1	1	1	1	1	1	1	1	1	3	1	1	3	3	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	90	154	US	1	-1	-1
2	4	3	4	2	2	1	2	1	4	4	4	3	3	3	3	3	2	3	2	3	3	4	2	2	4	4	4	4	3	3	3	3	1	3	2	1	4	2	2	2	1	4	3	3	4	3	1	4	100	175	US	0	-1	-1
2	1	1	1	1	1	1	1	1	1	3	5	1	1	3	1	4	1	1	1	5	5	5	5	1	3	5	5	1	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	96	US	0	-1	-1
2	1	1	1	1	1	2	1	1	4	5	4	1	4	2	2	1	1	4	4	1	2	2	4	5	4	5	4	1	4	5	4	1	1	1	2	1	2	1	1	3	1	4	2	3	4	2	1	2	90	112	GB	0	-1	-1
2	1	2	1	1	1	3	1	2	4	4	4	4	1	4	1	3	5	5	2	5	2	5	2	4	5	5	4	4	5	4	5	5	3	4	3	1	4	3	3	3	1	1	1	1	1	3	2	2	65	232	US	0	-1	-1
2	2	4	4	3	3	3	1	4	4	5	3	2	2	4	1	3	4	5	5	5	5	5	5	5	3	5	5	3	5	5	3	4	1	3	3	4	1	4	3	3	1	2	1	1	1	1	1	1	98	295	US	1	-1	-1
2	4	3	3	3	2	2	3	2	1	5	4	2	2	1	2	2	1	5	2	1	1	1	2	1	4	1	1	1	1	3	1	1	3	2	4	1	5	3	2	1	4	3	3	3	4	4	3	4	60	182	CY	0	-1	-1
2	5	2	2	4	3	3	3	2	4	1	1	4	2	1	2	2	2	2	3	3	2	3	2	2	3	4	3	5	4	4	5	4	4	4	4	5	4	5	4	4	4	3	3	4	4	4	4	4	95	162	US	0	-1	-1
2	1	1	1	1	1	1	1	1	2	3	1	3	3	2	3	2	1	4	2	1	4	1	4	4	2	2	1	2	2	1	1	2	1	1	3	1	4	2	2	1	2	2	2	2	2	2	2	2	90	91	US	0	-1	-1
2	3	2	2	2	2	2	2	2	3	4	4	3	4	4	4	2	4	5	4	5	5	5	5	4	4	5	4	1	4	4	4	2	3	4	2	3	2	4	2	3	2	2	2	2	2	2	2	2	96	109	AU	0	-1	-1
2	1	1	1	3	1	1	1	1	4	4	4	3	4	4	3	3	2	3	5	4	4	4	4	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70	133	US	0	-1	-1
2	1	1	1	1	1	1	1	1	3	3	3	1	3	2	3	2	3	4	5	5	5	4	3	5	4	5	3	3	3	4	4	2	1	3	3	2	4	-1	3	4	1	1	1	1	1	1	1	1	85	373	AU	1	-1	-1
2	4	2	2	1	1	1	3	1	4	4	4	1	4	3	3	4	4	5	4	5	5	3	4	5	3	3	3	5	4	2	4	3	2	2	1	2	1	2	1	4	1	2	1	2	2	4	1	4	80	176	US	1	-1	-1
2	2	2	1	2	3	4	2	1	3	3	3	4	3	3	1	3	1	1	2	3	3	2	3	2	2	3	2	4	1	4	3	1	4	2	2	1	5	1	2	2	3	2	2	4	4	4	3	3	85	212	US	1	-1	-1
2	1	1	1	1	1	1	1	1	4	3	3	3	3	3	3	2	3	4	5	3	3	3	2	3	4	5	4	3	3	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	100	150	PK	1	-1	-1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	3	3	3	3	2	1	4	1	2	1	5	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	-1	88	86	US	1	-1	-1
2	3	1	1	1	1	1	1	5	5	5	5	5	5	3	5	5	5	5	5	3	3	5	5	5	5	5	-1	-1	5	3	5	3	1	1	1	1	5	3	5	3	1	1	1	1	3	3	1	1	90	152	US	0	-1	-1
2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	5	5	5	5	4	5	3	4	3	2	4	4	5	2	2	4	2	2	4	4	4	4	1	2	1	1	1	1	1	1	100	109	US	0	-1	-1
2	3	3	1	3	3	3	4	2	2	2	2	1	1	2	2	1	1	1	3	3	1	1	2	1	3	5	4	3	4	4	4	5	2	5	4	2	4	3	2	4	5	5	4	4	3	5	3	4	90	134	US	1	-1	-1
2	1	1	1	1	1	2	1	1	2	3	3	2	3	2	2	1	4	2	1	4	5	4	1	2	5	5	4	3	5	4	4	3	1	2	2	3	2	2	2	2	1	1	2	2	2	1	1	2	88	179	US	1	-1	-1
2	1	2	1	2	2	3	2	1	4	3	3	3	3	3	3	2	2	3	1	3	3	4	2	2	3	4	4	5	4	3	4	4	1	2	3	2	3	1	1	3	3	2	3	3	3	3	2	3	70	210	US	1	-1	-1
2	2	1	1	1	1	1	1	1	3	2	1	4	1	1	1	1	1	4	1	2	4	1	4	4	5	5	5	3	5	5	5	5	2	2	1	3	4	3	1	2	1	2	1	2	1	1	1	1	98	356	US	0	-1	-1
2	1	2	2	2	2	2	2	2	5	5	5	3	3	5	3	5	2	5	5	5	5	3	2	5	3	4	2	4	3	5	5	4	2	3	5	4	3	3	3	5	1	2	2	4	2	2	1	3	90	398	SI	0	-1	-1
2	2	4	4	4	2	3	2	3	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	3	4	2	1	1	1	2	3	1	4	1	3	1	1	3	1	1	2	3	3	2	90	110	SE	0	-1	-1
2	1	3	3	2	5	2	2	2	2	3	4	3	2	2	2	2	2	2	3	2	2	2	2	4	2	3	3	2	2	2	2	4	4	2	3	2	2	2	5	4	2	3	4	2	3	2	2	3	90	37	BR	1	-1	-1
2	3	2	1	2	2	-1	2	2	3	4	4	3	3	3	3	3	3	2	3	3	3	2	3	3	4	3	3	2	3	3	3	3	2	2	2	2	2	2	2	3	3	2	3	3	2	3	-1	2	95	135	CA	1	-1	-1
2	5	5	3	5	4	5	4	5	5	5	4	5	4	5	4	5	1	1	4	3	3	3	2	3	1	3	1	2	1	1	1	3	1	2	1	1	1	2	1	1	5	5	5	5	5	5	1	5	85	152	US	1	-1	-1
2	-1	2	1	1	1	2	1	1	1	3	4	1	2	3	2	5	4	3	2	4	3	5	3	3	4	4	3	3	4	3	3	3	3	3	4	2	3	2	4	4	2	1	3	2	4	2	2	3	100	203	SI	1	-1	-1
2	1	4	1	2	2	4	1	3	3	1	3	2	3	1	2	1	1	4	5	1	4	2	4	5	4	5	5	5	5	4	5	4	1	2	4	4	2	4	1	3	2	2	2	1	3	3	1	1	90	182	US	0	-1	-1
2	5	1	1	1	1	4	1	1	4	1	3	4	1	1	1	4	1	1	1	1	5	1	1	1	5	4	1	4	1	4	4	1	1	1	2	1	1	1	1	5	4	4	3	4	1	2	1	5	90	190	US	0	-1	-1
2	3	2	3	3	3	4	3	2	5	4	3	5	4	3	3	3	3	4	4	4	3	3	4	3	4	4	4	4	3	2	4	2	2	2	3	3	4	3	1	2	2	3	3	3	4	3	3	3	99	1323	PT	1	-1	-1
2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	1	5	3	5	5	1	5	3	1	4	4	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95	140	AU	0	-1	-1
2	3	1	3	3	3	2	2	2	4	4	4	3	4	4	4	4	2	2	3	3	3	3	4	3	3	3	4	3	4	4	5	3	2	3	5	3	5	4	4	4	4	4	5	5	4	4	4	5	90	191	US	1	-1	-1
2	3	2	1	2	1	1	1	1	4	3	2	4	3	1	3	1	5	5	4	5	5	4	5	5	4	4	3	2	3	3	4	2	3	3	3	3	4	5	2	3	2	2	3	1	4	3	2	2	90	145	US	0	-1	-1
2	4	2	5	3	3	4	2	3	5	5	5	5	4	5	4	5	3	2	4	4	3	5	4	2	4	2	1	2	1	1	2	1	4	5	5	2	5	4	5	4	3	2	2	3	4	4	3	3	94	639	US	0	-1	-1
2	5	-1	-1	4	1	3	1	1	1	4	1	5	1	1	1	1	-1	1	1	1	1	1	1	2	3	1	5	5	3	1	2	1	-1	-1	1	1	1	1	1	1	-1	-1	1	1	4	2	1	1	70	254	IN	0	-1	-1
2	1	2	1	1	1	1	1	1	4	2	2	2	1	2	1	1	5	5	4	4	4	5	5	4	5	5	5	5	5	3	5	5	2	3	4	4	4	3	3	2	1	3	1	2	1	4	1	2	90	246	US	0	-1	-1
2	1	1	1	1	1	1	1	1	2	4	3	1	1	1	1	1	2	4	5	4	4	4	1	5	2	3	3	2	3	4	5	2	2	4	4	3	4	5	3	3	3	4	4	4	3	3	3	3	90	140	IE	1	-1	-1
2	2	1	1	3	1	1	1	1	5	2	1	3	2	2	2	1	1	1	1	1	1	2	1	2	2	5	4	2	4	5	4	4	3	4	3	3	3	4	1	4	4	4	4	3	4	5	4	2	80	290	US	1	-1	-1
2	2	4	2	4	3	4	2	2	4	4	4	4	3	4	4	3	4	4	1	2	2	5	4	2	3	5	3	5	5	4	4	4	1	2	4	2	4	2	1	4	2	4	3	4	4	1	2	5	75	134	US	0	-1	-1
2	1	2	2	2	2	2	2	2	4	3	2	2	2	4	2	3	2	3	4	4	4	2	4	3	4	3	4	4	4	2	2	3	2	2	2	4	2	2	2	2	2	2	2	2	2	3	2	2	80	106	US	1	-1	-1
2	3	3	2	1	1	2	3	2	4	4	3	1	3	3	2	3	3	1	1	2	1	3	1	1	2	5	2	3	2	3	2	5	2	3	3	1	4	2	3	3	2	2	2	3	5	5	2	4	80	254	MY	1	-1	-1
2	1	1	1	1	1	1	1	1	5	4	5	5	5	5	4	3	4	4	5	4	5	5	1	1	4	3	2	2	4	2	5	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	90	209	AU	0	-1	-1
2	3	1	1	1	1	1	1	1	5	4	4	5	5	4	4	1	1	1	3	1	1	1	2	1	5	5	5	5	5	2	5	5	2	3	1	2	3	3	1	1	3	2	4	4	5	3	3	3	91	205	US	1	-1	-1
2	5	5	2	5	5	5	4	4	3	2	2	3	2	2	3	2	1	2	3	2	2	2	5	2	2	5	5	5	4	4	4	5	1	3	4	4	4	3	3	4	2	4	3	2	2	3	3	2	90	259	US	1	-1	-1
2	1	1	1	2	2	1	2	2	3	5	5	2	5	5	5	1	2	4	5	4	5	2	5	4	4	4	5	3	4	4	5	4	2	3	4	5	4	4	4	5	1	2	3	2	1	2	3	2	100	159	US	0	-1	-1
2	2	3	1	4	1	1	1	3	4	1	2	1	1	1	1	1	5	3	4	5	3	5	1	1	5	5	4	1	4	5	4	1	1	3	3	1	5	3	1	1	1	1	1	1	1	1	1	1	75	18024	ZA	1	-1	-1
2	1	1	1	1	1	3	1	1	3	4	2	2	2	3	3	3	2	5	2	1	5	2	4	3	5	5	5	3	5	5	5	2	1	1	3	3	2	2	2	4	1	1	1	2	1	1	1	1	85	153	US	0	-1	-1
2	3	3	4	3	4	4	4	4	4	4	4	4	4	4	4	5	2	3	2	4	4	4	4	3	4	3	4	4	4	-1	4	3	3	2	3	2	3	3	3	3	3	4	4	4	4	4	4	4	80	477	JP	0	-1	-1
2	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	3	3	5	4	5	4	3	1	3	4	3	4	5	4	3	2	1	2	3	1	3	5	3	1	1	1	1	1	1	1	1	100	237	GB	1	-1	-1
2	-1	4	1	4	3	3	4	4	4	4	3	1	3	3	4	1	1	1	1	4	3	1	4	1	1	3	1	4	3	4	3	1	1	4	3	1	3	4	3	1	1	1	1	1	3	4	1	1	70	159	AU	1	-1	-1
2	4	3	1	1	1	3	1	1	3	2	1	4	1	2	1	1	2	1	1	2	4	4	1	1	5	3	5	2	5	1	2	2	3	3	4	4	2	4	4	4	1	2	1	1	1	4	4	1	80	2644	CN	1	-1	-1
2	4	1	1	2	1	1	1	1	4	4	4	4	4	4	4	3	1	2	3	3	3	3	3	1	3	4	2	4	3	1	2	2	1	1	3	1	2	1	3	1	2	1	4	1	1	3	2	1	95	349	MU	1	-1	-1
2	2	1	1	2	1	2	1	1	1	2	2	3	1	2	1	1	3	3	3	3	5	4	4	3	3	4	2	3	4	4	4	2	2	2	3	2	4	3	3	2	1	3	3	3	2	3	2	2	100	150	US	1	-1	-1
2	4	4	1	4	3	4	1	3	3	4	4	4	4	4	5	4	4	4	4	4	4	4	3	4	2	5	5	1	5	2	4	3	1	1	2	3	2	1	1	5	1	2	3	2	2	3	3	2	95	327	CN	0	-1	-1
2	1	1	1	1	1	1	1	1	5	5	5	1	5	1	5	1	1	1	3	1	4	1	1	1	5	4	1	4	1	1	1	1	4	1	1	1	1	4	5	4	4	1	1	4	1	1	1	1	100	124	US	1	-1	-1
2	1	4	1	1	1	2	2	2	3	3	1	2	1	3	1	3	1	2	3	1	3	2	2	3	3	4	3	2	3	1	3	2	1	2	3	1	1	2	2	2	1	2	3	1	1	3	1	1	90	345	US	1	-1	-1
2	4	3	1	2	1	1	4	1	4	4	4	1	4	4	2	2	2	2	2	3	2	3	2	4	4	5	5	2	5	5	5	4	1	1	3	2	1	2	1	4	1	3	1	3	1	1	1	1	90	254	US	1	-1	-1
2	3	2	2	2	1	3	2	2	3	5	2	1	1	3	1	1	3	2	3	2	1	2	1	1	5	4	4	5	5	2	4	3	4	2	4	3	4	2	4	3	4	3	4	3	4	4	4	3	75	178	US	1	-1	-1
2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	2	3	5	1	3	3	1	3	4	4	1	1	1	1	2	1	2	1	3	4	2	1	3	3	1	1	1	1	1	1	1	1	90	150	VE	0	-1	-1
2	1	3	2	1	2	3	2	4	3	3	3	2	3	3	3	3	2	2	5	4	4	4	4	5	3	4	4	2	3	3	4	4	1	1	2	3	1	2	1	3	3	2	2	3	3	3	3	2	85	262	US	1	-1	-1
2	2	3	1	1	1	2	2	2	2	4	4	1	3	4	3	1	1	3	1	1	3	1	3	1	4	3	2	5	2	3	4	3	1	3	3	1	2	4	4	4	1	3	2	3	2	2	2	2	85	179	US	1	-1	-1
2	1	4	1	1	1	4	1	1	3	5	3	5	3	2	1	1	1	1	5	1	3	1	1	3	5	3	4	2	4	2	3	3	1	1	3	2	4	1	2	1	1	3	1	3	3	2	1	1	90	128	US	0	-1	-1
2	5	1	3	2	3	3	1	4	5	3	4	2	3	3	3	3	3	3	5	3	5	4	5	3	5	2	4	5	5	4	5	5	3	2	3	3	5	3	5	1	2	3	3	4	5	2	4	5	100	215	BG	0	-1	-1
2	1	1	1	1	1	1	1	1	4	4	3	4	1	3	1	1	5	5	4	5	5	5	4	4	5	5	5	5	5	5	5	5	2	3	2	2	1	1	1	2	2	1	1	1	1	2	1	1	100	107	US	0	-1	-1
2	1	1	1	1	1	1	1	1	5	1	3	4	3	2	1	1	4	4	5	4	4	4	3	4	5	4	5	4	5	3	2	2	1	1	4	4	5	2	4	4	2	1	1	4	1	1	3	3	90	191	US	1	-1	-1
2	3	1	3	2	1	2	1	2	5	3	3	3	1	1	1	1	3	1	2	4	1	4	2	1	2	3	2	2	1	1	2	1	4	1	3	2	3	1	4	1	2	3	2	1	2	1	2	1	100	236	US	1	-1	-1
2	3	2	1	4	1	4	2	3	4	3	3	4	4	3	4	2	4	3	2	4	4	4	3	3	4	4	2	3	2	4	4	2	4	4	4	2	4	3	2	4	2	4	3	2	4	4	2	2	90	219	CA	1	-1	-1
2	1	1	2	2	2	2	3	2	5	1	2	3	4	2	4	2	1	1	2	1	2	1	1	2	1	3	2	1	2	2	4	2	1	1	2	1	2	1	2	2	1	3	2	1	3	3	3	2	50	171	MY	0	-1	-1
2	1	1	1	1	1	1	1	1	4	3	4	4	3	3	3	2	1	1	4	1	3	1	1	2	4	4	3	3	3	3	4	2	1	3	2	2	3	3	4	1	1	1	2	2	1	2	2	1	80	233	US	0	-1	-1
2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	3	5	3	5	3	5	5	3	4	4	4	4	3	2	3	2	1	3	4	1	3	1	3	1	2	1	1	1	1	1	1	100	123	US	0	-1	-1
2	1	2	1	1	1	2	1	1	4	3	2	1	1	3	1	1	5	4	3	2	3	5	4	4	4	4	4	4	2	3	3	3	1	3	1	2	4	2	1	4	1	3	1	1	2	3	1	1	95	187	US	1	-1	-1
2	1	2	1	1	2	3	2	3	4	4	3	3	2	4	2	3	2	3	3	3	3	3	2	2	4	3	2	4	-1	3	3	2	3	3	4	2	4	3	4	4	1	1	2	2	3	2	2	2	90	301	US	1	-1	-1
2	5	4	3	3	3	4	4	3	3	2	2	2	2	2	2	2	2	3	2	2	2	4	3	4	4	5	3	3	3	4	4	3	3	3	3	2	3	3	2	4	3	3	2	1	3	3	2	3	75	416	US	0	-1	-1
2	1	1	1	4	1	1	1	1	5	5	5	4	5	4	5	2	4	5	3	4	5	4	4	4	1	2	1	1	1	1	1	1	2	4	3	1	3	3	3	3	3	3	3	3	3	3	3	3	100	131	US	0	-1	-1
2	2	1	1	2	2	1	2	1	2	3	1	1	1	1	1	1	5	3	4	5	3	5	4	4	2	2	3	2	3	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	80	266	US	0	-1	-1
2	1	3	1	2	2	3	1	2	3	4	1	3	2	4	1	4	4	4	4	4	4	4	2	4	4	4	5	4	4	3	4	4	2	3	2	3	4	4	3	4	2	1	2	2	2	4	2	1	78	128	US	0	-1	-1
2	1	1	1	1	1	1	1	1	4	5	5	4	2	5	4	1	2	4	2	4	4	4	4	4	2	5	5	4	5	4	4	4	4	2	4	4	2	4	4	4	2	1	2	2	1	1	2	2	90	179	CA	0	-1	-1
2	1	1	1	1	3	1	1	1	4	3	4	4	4	3	3	4	3	3	2	4	1	3	1	2	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	90	80	CA	0	-1	-1
2	1	1	1	1	1	1	1	1	3	3	3	1	2	2	3	1	2	2	1	2	2	4	2	2	5	3	3	4	4	1	2	2	1	1	1	4	2	2	1	1	1	1	1	1	1	1	1	1	95	253	BR	1	-1	-1
2	1	2	2	2	1	1	1	2	4	3	3	5	4	2	2	4	2	5	3	5	5	5	5	3	5	4	4	5	5	5	4	3	5	4	5	4	3	5	2	4	1	3	2	1	2	2	4	2	80	165	US	0	-1	-1
2	1	1	1	1	1	1	1	1	4	3	1	4	5	2	4	1	1	1	3	1	1	4	1	1	3	5	5	1	5	4	3	3	1	3	2	4	1	1	2	1	1	2	1	1	1	1	1	1	95	248	AU	1	-1	-1
2	4	1	1	2	3	2	2	2	4	2	1	3	3	2	2	2	1	1	2	3	2	1	3	2	4	3	5	4	5	5	4	4	2	1	3	3	4	3	2	3	4	2	2	4	2	3	2	3	98	133	US	1	-1	-1
2	2	3	2	4	1	3	2	2	3	3	3	2	3	4	3	3	2	3	2	2	4	4	2	2	4	4	3	3	4	3	2	2	2	2	4	2	4	2	2	3	1	2	2	1	3	2	2	2	80	393	CL	1	-1	-1
2	1	1	1	1	1	1	1	1	5	5	4	1	4	3	4	1	1	5	4	3	5	4	3	4	1	5	2	1	3	2	4	2	1	3	1	1	1	1	4	4	1	1	1	1	1	1	1	1	99	108	US	0	-1	-1
2	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	3	1	1	3	1	5	1	3	4	4	3	3	1	3	5	4	3	5	4	5	3	2	2	3	3	2	3	3	1	100	371	GB	1	-1	-1
2	3	1	1	4	1	4	2	2	2	2	3	3	2	4	2	3	4	1	4	3	1	4	4	2	2	3	3	4	1	3	3	1	2	2	2	4	1	3	2	1	1	1	3	2	1	4	1	1	90	129	NZ	1	-1	-1
2	4	4	4	4	3	3	2	2	4	4	3	2	3	2	2	2	2	3	4	4	3	4	5	4	3	4	5	5	5	4	4	4	4	4	3	3	3	2	5	2	1	1	1	1	1	1	1	1	70	478	AU	0	-1	-1
2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	100	115	CA	1	-1	-1
2	1	1	1	1	1	1	1	1	5	4	3	2	2	5	2	4	1	1	4	4	5	4	3	2	3	1	2	5	5	5	4	2	1	4	2	5	4	5	2	5	5	2	3	5	5	4	2	4	80	333	US	1	-1	-1
2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	1	1	1	2	2	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	90	125	US	1	-1	-1
2	3	4	1	5	1	3	2	2	4	5	4	5	5	4	4	4	2	1	3	3	3	4	4	4	1	4	2	5	1	2	3	3	1	2	2	2	3	3	1	4	2	3	3	3	2	4	3	4	70	266	GB	1	-1	-1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	4	3	1	4	2	3	4	2	4	2	4	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90	116	GB	1	-1	-1
2	5	1	1	1	1	1	3	1	5	2	5	5	5	2	3	1	3	3	2	1	3	3	1	1	3	3	3	3	3	3	3	3	3	1	3	3	4	3	1	1	4	1	3	3	3	3	3	3	90	149	MY	0	-1	-1
2	3	4	2	4	3	4	3	1	5	5	4	3	4	3	4	1	3	2	3	3	5	5	4	4	3	3	3	1	3	3	5	4	3	4	2	3	3	3	2	5	1	2	2	2	1	2	2	3	100	265	GB	0	-1	-1
2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	4	3	3	3	3	3	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	75	141	ZA	1	-1	-1
2	1	2	1	1	1	1	1	1	4	4	4	1	1	3	1	3	1	4	5	2	4	2	5	4	5	5	5	5	5	5	5	2	2	1	4	2	5	1	4	1	1	1	1	1	2	1	1	1	90	201	US	0	-1	-1
2	3	1	4	4	1	3	1	1	4	4	4	5	5	4	5	5	1	1	2	2	1	2	2	1	1	3	1	1	1	1	1	2	4	4	2	4	4	4	1	1	1	2	1	1	2	3	1	1	88	108	US	1	-1	-1
2	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	3	1	1	2	4	2	1	3	2	3	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	76	133	US	1	-1	-1
2	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	1	3	4	4	1	3	1	1	1	1	4	1	4	4	4	4	4	1	4	1	4	-1	1	-1	4	4	99	642	CA	1	-1	-1
2	5	3	1	5	5	5	5	1	5	5	5	5	5	1	1	5	3	5	5	5	5	5	1	5	4	5	1	5	1	5	5	5	1	1	1	5	5	5	1	1	3	1	5	5	5	5	1	1	100	414	IN	1	-1	-1
